Company,Product Name,Product Category,Customer ID,Product ID,Date,Quantity,Total Cost (USD),State,Month,Year
Puma,Cali Star Metallic,Apparel,P3K2C68B,PROD8321,2023-09-01,1,191.55,South Dakota,2023-09,2023
Under Armour,UA RUSH,Footwear,MQUZ5E5I,PROD4895,2023-03-26,1,181.91,Arizona,2023-03,2023
Under Armour,Charged Assert 9,Equipment,8Q72VNA7,PROD8672,2023-09-06,1,145.24,Tennessee,2023-09,2023
Adidas,Gazelle,Apparel,R695IGA9,PROD9260,2023-02-03,1,129.66,Missouri,2023-02,2023
Adidas,Gazelle,Equipment,R2IUD45P,PROD2077,2023-06-14,3,259.76,Louisiana,2023-06,2023
Under Armour,Project Rock,Equipment,TR32620P,PROD3244,2023-06-09,3,696.92,Kansas,2023-06,2023
Nike,Metcon 7,Equipment,IYGTKFUW,PROD1656,2023-12-02,2,139.76,Iowa,2023-12,2023
Adidas,Gazelle,Accessories,QLHV7GT3,PROD2346,2023-01-22,2,263.11,Alabama,2023-01,2023
Puma,Suede Classic,Apparel,8V3O32QP,PROD5359,2023-03-06,4,518.56,Idaho,2023-03,2023
Puma,Cali Star Metallic,Equipment,4GK9Q1C4,PROD4057,2023-02-18,3,627.27,New Jersey,2023-02,2023
Under Armour,HOVR Phantom 2,Footwear,ZTZDFO1Z,PROD7179,2023-01-01,2,240.55,Tennessee,2023-01,2023
Puma,Ignite Flash,Equipment,F1HPYM26,PROD7668,2023-08-28,3,468.31,Texas,2023-08,2023
Puma,Ignite Flash,Apparel,TU5GHUAV,PROD5201,2023-09-13,2,274.27,Illinois,2023-09,2023
Nike,Pegasus 39,Apparel,QMXRXUZE,PROD6502,2023-05-25,3,574.43,Maryland,2023-05,2023
Adidas,Superstar,Apparel,A8B1KU2D,PROD8406,2023-07-05,3,545.62,Vermont,2023-07,2023
Adidas,Gazelle,Footwear,YK03S60R,PROD9326,2023-09-06,3,207.85,Wisconsin,2023-09,2023
Puma,RS-X³ Puzzle,Accessories,NGBQ6OCX,PROD2221,2023-03-23,5,827.62,Minnesota,2023-03,2023
Adidas,Superstar,Apparel,X6T6UO82,PROD2021,2023-10-20,1,107.48,Montana,2023-10,2023
Under Armour,UA RUSH,Equipment,VD73RGQ2,PROD8787,2023-08-11,5,1187.95,Mississippi,2023-08,2023
Nike,Metcon 7,Footwear,OJNJC1SO,PROD5947,2023-04-23,5,333.34,Kansas,2023-04,2023
Under Armour,UA RUSH,Equipment,TPX46QKR,PROD1669,2023-08-28,5,317.53,Nebraska,2023-08,2023
Under Armour,UA RUSH,Accessories,SA1QHSOW,PROD9518,2023-09-21,3,606.81,Idaho,2023-09,2023
Under Armour,UA RUSH,Equipment,ONPSP93Q,PROD9138,2023-05-17,2,328.77,Maryland,2023-05,2023
Nike,ZoomX Vaporfly,Equipment,ES973T3Z,PROD8231,2023-06-01,4,369.3,Iowa,2023-06,2023
Under Armour,Charged Assert 9,Footwear,VP207ZYW,PROD2963,2023-02-05,2,392.42,New Jersey,2023-02,2023
Adidas,Gazelle,Equipment,UW5CNTLD,PROD3975,2023-03-13,1,144.55,Massachusetts,2023-03,2023
Nike,Air Max 270,Apparel,V5K552CK,PROD6661,2023-09-19,2,306.34,Idaho,2023-09,2023
Nike,ZoomX Vaporfly,Apparel,HBGBMJ52,PROD5695,2023-03-20,3,520.59,Montana,2023-03,2023
Puma,Cali Star Metallic,Equipment,BFYR81SM,PROD2272,2023-12-27,5,850.95,Michigan,2023-12,2023
Under Armour,UA RUSH,Equipment,X8DKP7MI,PROD6037,2023-07-04,2,486.49,Nevada,2023-07,2023
Nike,Pegasus 39,Footwear,T9ALANW4,PROD4221,2023-04-21,4,460.99,Mississippi,2023-04,2023
Under Armour,HOVR Phantom 2,Apparel,TOMRCX6V,PROD8706,2023-03-09,5,1224.13,South Carolina,2023-03,2023
Puma,Cali Star Metallic,Apparel,TR6FVV6N,PROD9261,2023-01-23,1,70.3,Florida,2023-01,2023
Under Armour,Charged Assert 9,Equipment,D17KTHG1,PROD2319,2023-07-24,4,247.43,New Hampshire,2023-07,2023
Adidas,NMD_R1,Accessories,TB6XAPYT,PROD2468,2023-11-01,3,877.03,Colorado,2023-11,2023
Puma,Cali Star Metallic,Accessories,M4QDICT3,PROD1855,2023-05-07,1,298.5,Kansas,2023-05,2023
Nike,Metcon 7,Accessories,IFKIKZHY,PROD4887,2023-12-10,2,114.92,Oklahoma,2023-12,2023
Adidas,NMD_R1,Equipment,X89D62N0,PROD1501,2023-01-25,3,425.79,New York,2023-01,2023
Puma,Suede Classic,Accessories,LAAFBKJY,PROD4331,2023-07-28,5,432.84,Arkansas,2023-07,2023
Adidas,Superstar,Apparel,PIEU20UP,PROD8290,2023-01-14,2,579.62,Michigan,2023-01,2023
Under Armour,UA RUSH,Footwear,BE1VQRIO,PROD9597,2023-08-14,4,352.34,Connecticut,2023-08,2023
Nike,Pegasus 39,Equipment,LH6LCGAI,PROD4959,2023-07-24,2,439.92,Mississippi,2023-07,2023
Under Armour,HOVR Phantom 2,Apparel,PO5I7BYW,PROD7113,2023-09-25,3,646.81,Massachusetts,2023-09,2023
Puma,RS-X³ Puzzle,Apparel,7O82ZDCA,PROD8822,2023-08-10,2,537.11,Montana,2023-08,2023
Nike,ZoomX Vaporfly,Accessories,V1WPS0F8,PROD1414,2023-06-28,3,531.48,Missouri,2023-06,2023
Adidas,Ultraboost 21,Equipment,FQJOGYHS,PROD9593,2023-12-18,4,399.21,Vermont,2023-12,2023
Puma,Cali Star Metallic,Footwear,0ZBN9R10,PROD9995,2023-06-02,1,107.57,Louisiana,2023-06,2023
Under Armour,Charged Assert 9,Equipment,4TXONBNM,PROD1782,2023-10-17,5,952.08,North Carolina,2023-10,2023
Puma,RS-X³ Puzzle,Apparel,HYHPAS4S,PROD1688,2023-04-12,3,375.36,Pennsylvania,2023-04,2023
Under Armour,Charged Assert 9,Footwear,ACSYKQEK,PROD9180,2023-06-17,4,542.12,Maryland,2023-06,2023
Puma,Suede Classic,Accessories,3YVF5FCN,PROD9650,2023-07-16,4,582.0,Nebraska,2023-07,2023
Nike,Air Max 270,Accessories,00EM5IFQ,PROD2368,2023-11-18,4,842.9,Delaware,2023-11,2023
Puma,Suede Classic,Equipment,Y8ID2ZEY,PROD4321,2023-08-23,2,208.33,Kentucky,2023-08,2023
Puma,Cali Star Metallic,Apparel,PXCBRC5N,PROD1726,2023-07-07,1,67.17,Ohio,2023-07,2023
Nike,Air Max 270,Apparel,XQJKUSHJ,PROD6636,2023-07-11,3,634.72,South Dakota,2023-07,2023
Nike,ZoomX Vaporfly,Apparel,L3I182EO,PROD5864,2023-02-06,5,457.64,Arkansas,2023-02,2023
Adidas,Ultraboost 21,Equipment,RVWZ0D1U,PROD2512,2023-11-11,1,283.1,Kentucky,2023-11,2023
Puma,RS-X³ Puzzle,Equipment,FUXL1ADP,PROD4209,2023-10-19,4,244.44,North Dakota,2023-10,2023
Under Armour,Charged Assert 9,Equipment,5HWHMHBO,PROD9584,2023-01-13,4,790.15,Mississippi,2023-01,2023
Adidas,Superstar,Accessories,X5GEPNGF,PROD2264,2023-05-10,5,334.92,Massachusetts,2023-05,2023
Adidas,Gazelle,Equipment,STSENDFF,PROD7995,2023-11-02,3,679.15,New Jersey,2023-11,2023
Puma,Suede Classic,Apparel,QAC68JBT,PROD9342,2023-05-22,3,731.5,Florida,2023-05,2023
Adidas,Ultraboost 21,Footwear,4SNMJVHE,PROD8956,2023-01-06,3,274.63,South Carolina,2023-01,2023
Nike,Air Max 270,Footwear,VC9FDA6R,PROD6132,2023-04-15,3,486.52,Mississippi,2023-04,2023
Puma,Ignite Flash,Equipment,NE2BJQ5F,PROD2258,2023-10-18,2,271.78,New Hampshire,2023-10,2023
Adidas,Ultraboost 21,Apparel,LSZBSWTW,PROD7748,2023-01-04,3,696.66,Nevada,2023-01,2023
Nike,Pegasus 39,Equipment,GRVBFISZ,PROD1044,2023-02-24,3,478.14,Connecticut,2023-02,2023
Under Armour,Charged Assert 9,Footwear,AQO8CZX8,PROD2760,2023-06-09,5,463.27,Idaho,2023-06,2023
Nike,Pegasus 39,Accessories,7H31W82U,PROD3304,2023-03-24,3,334.73,Kentucky,2023-03,2023
Adidas,Ultraboost 21,Equipment,YBNV23CF,PROD5190,2023-06-10,3,721.43,Oregon,2023-06,2023
Puma,RS-X³ Puzzle,Footwear,02FQ1U98,PROD8934,2023-03-22,3,195.3,Montana,2023-03,2023
Puma,Suede Classic,Apparel,H41DEPF5,PROD5278,2023-06-22,2,522.88,Utah,2023-06,2023
Puma,Suede Classic,Accessories,ML5RYY73,PROD4738,2023-09-03,4,1004.49,New York,2023-09,2023
Puma,Cali Star Metallic,Apparel,X0PIOFCJ,PROD2861,2023-01-09,3,613.25,Oregon,2023-01,2023
Under Armour,Charged Assert 9,Accessories,O7SBHXVQ,PROD3281,2023-09-17,3,241.9,Massachusetts,2023-09,2023
Adidas,NMD_R1,Apparel,6YJJRXBP,PROD8199,2023-08-12,4,307.86,Idaho,2023-08,2023
Adidas,Superstar,Equipment,V8VNKBJE,PROD2962,2023-05-22,2,567.64,Wisconsin,2023-05,2023
Nike,Metcon 7,Equipment,0M7527L7,PROD4897,2023-06-20,4,948.25,West Virginia,2023-06,2023
Puma,Suede Classic,Apparel,GC6LHSMO,PROD6699,2023-09-27,4,443.6,Georgia,2023-09,2023
Adidas,Superstar,Apparel,IEV0TTU6,PROD8209,2023-12-27,1,182.29,Kentucky,2023-12,2023
Nike,ZoomX Vaporfly,Equipment,32JB0YQI,PROD5422,2023-09-07,2,314.55,South Dakota,2023-09,2023
Adidas,NMD_R1,Footwear,6HFIEWFH,PROD2563,2023-05-16,2,217.47,South Carolina,2023-05,2023
Puma,RS-X³ Puzzle,Accessories,GQIKHFP2,PROD3716,2023-09-25,5,569.07,Michigan,2023-09,2023
Puma,Suede Classic,Apparel,F1UR431D,PROD9280,2023-09-16,1,51.74,Oregon,2023-09,2023
Under Armour,HOVR Phantom 2,Equipment,2B68E1DI,PROD1813,2023-01-02,2,405.63,Kentucky,2023-01,2023
Under Armour,HOVR Phantom 2,Equipment,PQNJ6XM9,PROD9931,2023-01-19,2,246.16,Colorado,2023-01,2023
Under Armour,UA RUSH,Apparel,ZFIGVJF0,PROD5268,2023-03-02,1,196.31,New Mexico,2023-03,2023
Puma,RS-X³ Puzzle,Apparel,0RFTA5RQ,PROD4584,2023-12-07,3,878.87,Iowa,2023-12,2023
Puma,RS-X³ Puzzle,Equipment,JQIPE36R,PROD2083,2023-10-23,3,158.84,Illinois,2023-10,2023
Adidas,NMD_R1,Accessories,45QB9YTL,PROD9798,2023-03-23,3,607.32,Georgia,2023-03,2023
Puma,RS-X³ Puzzle,Equipment,WPDGHXQV,PROD9165,2023-09-01,3,370.13,Arizona,2023-09,2023
Puma,Suede Classic,Accessories,FRLTJMTR,PROD1112,2023-08-19,4,1199.93,New Jersey,2023-08,2023
Under Armour,HOVR Phantom 2,Accessories,GYCGYYVX,PROD6625,2023-05-07,2,266.2,Oklahoma,2023-05,2023
Puma,RS-X³ Puzzle,Apparel,A8UDYV9W,PROD8064,2023-04-26,3,152.78,Nebraska,2023-04,2023
Under Armour,HOVR Phantom 2,Footwear,A6UEZ49L,PROD8958,2023-01-18,4,543.83,Oregon,2023-01,2023
Puma,Ignite Flash,Equipment,HLPTRFSE,PROD4030,2023-04-04,2,372.37,Tennessee,2023-04,2023
Puma,Suede Classic,Apparel,ZMZ4U36P,PROD3627,2023-07-01,3,671.86,Nebraska,2023-07,2023
Under Armour,Charged Assert 9,Accessories,5KJI8I5I,PROD5010,2023-10-25,5,1342.75,Maryland,2023-10,2023
Under Armour,HOVR Phantom 2,Footwear,J1UHEYIL,PROD1486,2023-07-17,1,119.0,Nevada,2023-07,2023
Puma,Ignite Flash,Accessories,1WADAFL1,PROD2412,2023-04-13,3,898.79,Mississippi,2023-04,2023
Puma,Suede Classic,Equipment,A4JBB3P9,PROD2539,2023-10-05,2,147.09,Nevada,2023-10,2023
Under Armour,HOVR Phantom 2,Apparel,4NJW5ZD4,PROD4060,2023-02-15,5,686.09,Ohio,2023-02,2023
Nike,Metcon 7,Accessories,3M5YWET6,PROD6913,2023-10-19,1,175.87,Minnesota,2023-10,2023
Under Armour,UA RUSH,Equipment,OO8M9SYW,PROD6352,2023-10-20,4,638.83,Iowa,2023-10,2023
Adidas,Superstar,Apparel,XZ791DRL,PROD8711,2023-11-09,4,239.48,New Mexico,2023-11,2023
Under Armour,Charged Assert 9,Footwear,A5YBZI6N,PROD3652,2023-02-09,1,259.01,Rhode Island,2023-02,2023
Adidas,Gazelle,Equipment,8AQJO5SN,PROD8533,2023-08-01,3,424.75,Washington,2023-08,2023
Puma,Cali Star Metallic,Accessories,1KTPQRCY,PROD7766,2023-09-15,2,373.28,Oklahoma,2023-09,2023
Under Armour,Charged Assert 9,Equipment,ISZZDQ41,PROD8662,2023-02-24,5,1009.07,Michigan,2023-02,2023
Nike,Metcon 7,Equipment,XHC8AVL6,PROD5460,2023-09-12,1,253.89,Oregon,2023-09,2023
Adidas,NMD_R1,Footwear,CO0OYC37,PROD9250,2023-05-20,4,857.46,Michigan,2023-05,2023
Puma,RS-X³ Puzzle,Equipment,51KDOA18,PROD5694,2023-04-16,1,248.35,Kentucky,2023-04,2023
Nike,ZoomX Vaporfly,Apparel,99UYVXHN,PROD4196,2023-04-02,1,182.02,Louisiana,2023-04,2023
Puma,Cali Star Metallic,Footwear,YTUMAD8J,PROD2485,2023-08-15,2,318.62,New Mexico,2023-08,2023
Under Armour,Project Rock,Accessories,AC7CWV6F,PROD6617,2023-08-19,3,503.26,Missouri,2023-08,2023
Under Armour,HOVR Phantom 2,Apparel,O1CSR8IE,PROD2047,2023-07-21,5,460.77,Minnesota,2023-07,2023
Puma,Suede Classic,Apparel,GEDEHM80,PROD1648,2023-04-09,2,166.45,New Jersey,2023-04,2023
Puma,Ignite Flash,Equipment,HQ6ZDAFA,PROD7158,2023-05-10,1,199.51,Pennsylvania,2023-05,2023
Under Armour,Project Rock,Apparel,LHBYOPTI,PROD5722,2023-12-04,1,250.25,Massachusetts,2023-12,2023
Adidas,Superstar,Equipment,G30HRX54,PROD3027,2023-01-13,1,71.02,Arizona,2023-01,2023
Puma,RS-X³ Puzzle,Apparel,S7UCFJ2T,PROD2967,2023-04-12,4,1137.16,Kansas,2023-04,2023
Adidas,Ultraboost 21,Apparel,CL7XSFRT,PROD3781,2023-03-01,1,114.34,Montana,2023-03,2023
Under Armour,UA RUSH,Footwear,O6MSAFE3,PROD1677,2023-03-03,2,485.22,Oregon,2023-03,2023
Under Armour,HOVR Phantom 2,Equipment,QD78GSWZ,PROD6952,2023-12-28,3,734.0,New York,2023-12,2023
Under Armour,Charged Assert 9,Accessories,110RNM0K,PROD6917,2023-02-18,1,121.81,Colorado,2023-02,2023
Nike,Air Max 270,Equipment,HOD7PZOY,PROD2085,2023-07-19,5,1385.29,Virginia,2023-07,2023
Under Armour,UA RUSH,Accessories,6BRRCTHU,PROD6834,2023-12-06,2,213.1,Maine,2023-12,2023
Adidas,Superstar,Footwear,82JNETMN,PROD7392,2023-09-15,2,316.28,North Carolina,2023-09,2023
Adidas,NMD_R1,Apparel,LWKLNUCV,PROD2310,2023-12-23,4,291.15,Florida,2023-12,2023
Nike,ZoomX Vaporfly,Accessories,Z02GANWA,PROD8856,2023-05-26,3,808.42,Nebraska,2023-05,2023
Under Armour,Project Rock,Footwear,PTU2159N,PROD2808,2023-11-26,5,419.27,Massachusetts,2023-11,2023
Puma,Suede Classic,Apparel,85B155RJ,PROD7924,2023-09-28,2,591.73,Maine,2023-09,2023
Nike,Metcon 7,Equipment,SF7H9O7I,PROD2451,2023-04-08,3,729.21,Georgia,2023-04,2023
Under Armour,Project Rock,Apparel,UYZZVQHH,PROD6917,2023-12-04,5,1245.49,South Carolina,2023-12,2023
Adidas,Superstar,Apparel,D975Y9N4,PROD5910,2023-07-11,3,216.64,Colorado,2023-07,2023
Puma,RS-X³ Puzzle,Apparel,2T9ZQW7C,PROD6863,2023-08-05,4,304.44,Massachusetts,2023-08,2023
Under Armour,Project Rock,Footwear,YMEXF5UU,PROD3650,2023-11-15,5,573.7,North Dakota,2023-11,2023
Under Armour,Charged Assert 9,Footwear,T3N1AAPB,PROD6891,2023-01-07,3,265.05,Virginia,2023-01,2023
Nike,ZoomX Vaporfly,Apparel,H8GG91YF,PROD6525,2023-08-15,2,213.45,Vermont,2023-08,2023
Nike,ZoomX Vaporfly,Equipment,6YE44BM2,PROD8199,2023-06-26,3,586.02,New Mexico,2023-06,2023
Adidas,Gazelle,Equipment,P2VLMF2U,PROD8939,2023-02-12,1,71.22,Idaho,2023-02,2023
Under Armour,Charged Assert 9,Footwear,5B4C7ED0,PROD3402,2023-06-02,1,109.51,Alabama,2023-06,2023
Puma,Suede Classic,Footwear,DKDIALXA,PROD9818,2023-11-17,3,634.79,Vermont,2023-11,2023
Under Armour,HOVR Phantom 2,Footwear,1NKNCZPZ,PROD6929,2023-01-26,2,179.1,Kentucky,2023-01,2023
Nike,ZoomX Vaporfly,Apparel,13ED0F1I,PROD4771,2023-09-17,1,262.49,Arkansas,2023-09,2023
Adidas,Ultraboost 21,Apparel,KTWLEW90,PROD3183,2023-04-06,1,130.31,Illinois,2023-04,2023
Adidas,Superstar,Accessories,1FNZ8DCA,PROD3937,2023-03-14,1,63.11,Missouri,2023-03,2023
Adidas,NMD_R1,Equipment,LXG2IU1M,PROD1919,2023-03-24,1,148.53,Nevada,2023-03,2023
Adidas,Ultraboost 21,Accessories,IJNU3ZLU,PROD2317,2023-12-14,4,208.78,Wisconsin,2023-12,2023
Nike,Air Max 270,Footwear,HCYYZ17U,PROD5748,2023-09-04,5,1423.78,Rhode Island,2023-09,2023
Adidas,NMD_R1,Equipment,XPOEMQD6,PROD5558,2023-01-15,1,286.81,Montana,2023-01,2023
Adidas,Superstar,Accessories,ZINB11WQ,PROD8440,2023-04-28,5,826.44,Michigan,2023-04,2023
Puma,Suede Classic,Accessories,V5FTDHLP,PROD3674,2023-12-11,1,122.62,Texas,2023-12,2023
Nike,Metcon 7,Apparel,21QUTWOO,PROD7536,2023-02-25,1,154.71,Vermont,2023-02,2023
Adidas,Superstar,Footwear,U0ZOEOP3,PROD1906,2023-03-24,4,742.73,Montana,2023-03,2023
Adidas,Gazelle,Accessories,5G09UTZ9,PROD8931,2023-10-23,1,180.89,Louisiana,2023-10,2023
Under Armour,UA RUSH,Accessories,CD9WNRRB,PROD5963,2023-09-08,3,716.2,California,2023-09,2023
Nike,Pegasus 39,Accessories,CXTLM9FS,PROD9655,2023-07-11,5,796.0,Kentucky,2023-07,2023
Under Armour,Project Rock,Accessories,11TZ0XIV,PROD7562,2023-05-15,3,829.59,Pennsylvania,2023-05,2023
Puma,Ignite Flash,Footwear,C8ZQFP9F,PROD6351,2023-06-07,4,801.87,Utah,2023-06,2023
Nike,Air Max 270,Accessories,CBL6ZZHN,PROD4242,2023-10-25,4,954.48,Rhode Island,2023-10,2023
Puma,RS-X³ Puzzle,Apparel,OROYH7KK,PROD6351,2023-06-22,5,555.97,Kansas,2023-06,2023
Nike,ZoomX Vaporfly,Apparel,XB7OPOPE,PROD2401,2023-04-13,4,710.63,Idaho,2023-04,2023
Puma,Cali Star Metallic,Equipment,Z5MFGZIY,PROD4610,2023-08-17,4,910.11,Colorado,2023-08,2023
Nike,Metcon 7,Footwear,S4L1WWP1,PROD5748,2023-11-17,4,712.0,Georgia,2023-11,2023
Puma,Suede Classic,Accessories,337L5FDV,PROD4462,2023-08-09,4,289.75,Connecticut,2023-08,2023
Adidas,Gazelle,Footwear,65ECP3AH,PROD5467,2023-11-16,4,663.0,Montana,2023-11,2023
Nike,ZoomX Vaporfly,Accessories,3EJB0CCD,PROD2497,2023-11-25,2,177.09,Oregon,2023-11,2023
Puma,RS-X³ Puzzle,Equipment,C10S6CYN,PROD8614,2023-02-13,4,412.07,Colorado,2023-02,2023
Nike,ZoomX Vaporfly,Footwear,K7IE79F9,PROD8006,2023-05-16,5,1370.51,Nevada,2023-05,2023
Nike,Air Max 270,Equipment,YIKYA6HY,PROD5615,2023-08-21,4,879.6,Massachusetts,2023-08,2023
Under Armour,Charged Assert 9,Apparel,3NGTWM89,PROD4589,2023-12-12,5,445.5,Oklahoma,2023-12,2023
Nike,Metcon 7,Accessories,IOA781KT,PROD4233,2023-06-09,3,298.96,Kentucky,2023-06,2023
Under Armour,UA RUSH,Apparel,S48UMQBA,PROD8568,2023-04-03,4,1107.97,Arkansas,2023-04,2023
Adidas,Ultraboost 21,Footwear,910703B2,PROD2008,2023-09-22,5,1012.81,Nebraska,2023-09,2023
Under Armour,Charged Assert 9,Accessories,X6KLYPRG,PROD7947,2023-10-23,5,1125.8,Georgia,2023-10,2023
Puma,Suede Classic,Equipment,MHYRG8EE,PROD5695,2023-11-18,4,1038.64,Texas,2023-11,2023
Adidas,Ultraboost 21,Accessories,TO2TCNUR,PROD1399,2023-02-25,2,131.65,Nebraska,2023-02,2023
Under Armour,UA RUSH,Equipment,I8A8ZOCF,PROD6346,2023-07-09,3,664.67,Maine,2023-07,2023
Under Armour,UA RUSH,Equipment,O6QEZNOK,PROD6638,2023-02-04,3,757.87,Connecticut,2023-02,2023
Nike,Pegasus 39,Equipment,HIGP9GQV,PROD4502,2023-02-15,5,518.56,Montana,2023-02,2023
Under Armour,Charged Assert 9,Footwear,25KD63DC,PROD1136,2023-12-16,5,462.29,California,2023-12,2023
Puma,Ignite Flash,Footwear,YPFLXXO2,PROD2135,2023-03-24,5,1248.77,Illinois,2023-03,2023
Under Armour,HOVR Phantom 2,Footwear,0XU72BVN,PROD6223,2023-07-28,4,482.05,West Virginia,2023-07,2023
Under Armour,HOVR Phantom 2,Footwear,7DFPQCMN,PROD4310,2023-12-21,4,329.79,Iowa,2023-12,2023
Puma,Ignite Flash,Footwear,8D43JQZK,PROD5737,2023-08-05,5,765.52,South Dakota,2023-08,2023
Nike,Air Max 270,Accessories,FOANFD3X,PROD2671,2023-12-24,2,526.05,South Carolina,2023-12,2023
Puma,Ignite Flash,Accessories,UU4TBCL8,PROD7363,2023-08-08,3,574.23,New Jersey,2023-08,2023
Puma,Cali Star Metallic,Apparel,UY8GYDTG,PROD7016,2023-11-27,4,651.7,New Jersey,2023-11,2023
Under Armour,HOVR Phantom 2,Footwear,2EZKU7TG,PROD6019,2023-04-03,2,231.28,Kansas,2023-04,2023
Under Armour,HOVR Phantom 2,Apparel,0HN51KUZ,PROD5961,2023-04-08,3,631.36,Arizona,2023-04,2023
Nike,ZoomX Vaporfly,Apparel,GGGRIEJL,PROD2979,2023-02-21,5,547.81,Iowa,2023-02,2023
Adidas,Ultraboost 21,Accessories,D5URUBCG,PROD3817,2023-09-11,2,493.13,Mississippi,2023-09,2023
Adidas,Superstar,Accessories,MUGFIPE1,PROD8422,2023-09-10,1,92.78,New York,2023-09,2023
Nike,Air Max 270,Equipment,RT24JGIH,PROD7460,2023-01-28,4,470.79,Louisiana,2023-01,2023
Puma,Cali Star Metallic,Accessories,5YK2QN30,PROD7267,2023-05-12,4,955.56,South Dakota,2023-05,2023
Puma,Cali Star Metallic,Accessories,P52T70HI,PROD6273,2023-01-01,3,889.63,New Jersey,2023-01,2023
Nike,Pegasus 39,Apparel,7LILHOSV,PROD6123,2023-04-06,3,272.6,Kentucky,2023-04,2023
Under Armour,UA RUSH,Footwear,AQZWL26K,PROD7208,2023-04-25,5,1308.12,New Jersey,2023-04,2023
Adidas,NMD_R1,Accessories,YKO6W716,PROD3629,2023-04-11,5,755.96,Mississippi,2023-04,2023
Under Armour,UA RUSH,Apparel,T0PDINIG,PROD7196,2023-01-08,3,891.65,Massachusetts,2023-01,2023
Puma,Ignite Flash,Footwear,HVE12VLC,PROD1507,2023-10-18,4,324.92,Washington,2023-10,2023
Under Armour,Charged Assert 9,Equipment,60NGAHMN,PROD4085,2023-10-01,3,522.79,Missouri,2023-10,2023
Puma,Suede Classic,Footwear,EJ305WAO,PROD1479,2023-05-17,1,80.8,Tennessee,2023-05,2023
Puma,Cali Star Metallic,Footwear,COI1RDYG,PROD8342,2023-03-02,1,291.91,South Dakota,2023-03,2023
Puma,Suede Classic,Apparel,6VTN5QRM,PROD9186,2023-10-05,2,363.18,Alabama,2023-10,2023
Nike,Air Max 270,Equipment,7E7YVOQC,PROD8072,2023-04-09,4,721.46,Rhode Island,2023-04,2023
